"범죄별","발생지역별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"협박","전남","범죄발생지역","","424","550","633","571","734","864","809",
"협박","경북","범죄발생지역","","441","672","748","712","711","1006","966",
"협박","경남","범죄발생지역","","563","947","1079","982","1121","1302","1358",
"협박","제주","범죄발생지역","","246","396","374","333","380","450","485",
"공갈","계","범죄발생지역","","7162","5356","4763","4981","4823","5574","5993",
"공갈","서울","범죄발생지역","","1504","937","915","921","945","1138","1060",
"공갈","부산","범죄발생지역","","1091","799","499","453","458","420","409",
"공갈","대구","범죄발생지역","","538","485","270","225","206","191","223",
"공갈","인천","범죄발생지역","","442","314","326","427","391","425","473",
"공갈","광주","범죄발생지역","","231","146","174","148","130","147","135",
"공갈","대전","범죄발생지역","","142","141","184","129","165","168","178",
"공갈","울산","범죄발생지역","","166","71","61","52","53","54","67",
"공갈","세종","범죄발생지역","","7","7","35","22","11","15","26",
"공갈","경기","범죄발생지역","","1422","976","983","1228","1110","1318","1459",
"공갈","강원","범죄발생지역","","108","98","123","129","103","175","140",
"공갈","충북","범죄발생지역","","130","105","118","140","122","179","238",
"공갈","충남","범죄발생지역","","261","245","209","170","213","196","238",
"공갈","전북","범죄발생지역","","247","228","96","131","122","196","236",
"공갈","전남","범죄발생지역","","157","151","158","141","152","162","218",
"공갈","경북","범죄발생지역","","253","290","256","265","251","304","289",
"공갈","경남","범죄발생지역","","355","316","291","335","311","387","505",
"공갈","제주","범죄발생지역","","108","47","65","65","80","99","99",
"약취와 유인","계","범죄발생지역","","206","195","203","216","199","260","223",
"약취와 유인","서울","범죄발생지역","","40","45","38","52","49","64","54",
"약취와 유인","부산","범죄발생지역","","11","8","19","19","12","16","11",
"약취와 유인","대구","범죄발생지역","","8","7","8","9","5","2","3",
"약취와 유인","인천","범죄발생지역","","12","13","11","16","16","12","13",
"약취와 유인","광주","범죄발생지역","","9","5","9","5","4","4","6",
"약취와 유인","대전","범죄발생지역","","5","4","4","6","2","5","7",
"약취와 유인","울산","범죄발생지역","","5","1","1","4","2","1","4",
"약취와 유인","세종","범죄발생지역","","-","1","2","","-","1","1",
"약취와 유인","경기","범죄발생지역","","50","66","56","57","53","85","64",
"약취와 유인","강원","범죄발생지역","","7","3","7","1","5","11","3",
"약취와 유인","충북","범죄발생지역","","2","5","1","5","7","8","9",
"약취와 유인","충남","범죄발생지역","","9","5","7","6","9","9","9",
"약취와 유인","전북","범죄발생지역","","11","7","5","4","5","5","4",
"약취와 유인","전남","범죄발생지역","","21","13","10","6","7","11","12",
"약취와 유인","경북","범죄발생지역","","8","3","6","11","7","6","6",
"약취와 유인","경남","범죄발생지역","","6","5","15","14","13","15","12",
"약취와 유인","제주","범죄발생지역","","2","4","4","1","3","5","5",
"체포와 감금","계","범죄발생지역","","1265","1383","1579","1728","1494","1591","1467",
"체포와 감금","서울","범죄발생지역","","237","240","315","317","259","254","262",
"체포와 감금","부산","범죄발생지역","","77","103","97","90","98","64","101",
"체포와 감금","대구","범죄발생지역","","52","50","62","81","67","85","59",
"체포와 감금","인천","범죄발생지역","","86","102","160","238","138","215","124",
"체포와 감금","광주","범죄발생지역","","37","38","44","46","50","65","46",
"체포와 감금","대전","범죄발생지역","","37","47","38","52","43","44","38",
"체포와 감금","울산","범죄발생지역","","23","17","19","18","16","21","16",
"체포와 감금","세종","범죄발생지역","","5","5","3","6","2","1","3",
"체포와 감금","경기","범죄발생지역","","312","308","362","383","376","369","349",
"체포와 감금","강원","범죄발생지역","","42","56","41","54","35","53","34",
"체포와 감금","충북","범죄발생지역","","40","49","49","67","61","58","57",
"체포와 감금","충남","범죄발생지역","","58","54","61","77","76","59","78",
"체포와 감금","전북","범죄발생지역","","53","61","60","64","47","45","45",
"체포와 감금","전남","범죄발생지역","","59","68","75","52","58","48","50",
"체포와 감금","경북","범죄발생지역","","61","79","77","77","55","80","74",
"체포와 감금","경남","범죄발생지역","","72","87","97","81","89","98","110",
"체포와 감금","제주","범죄발생지역","","14","19","19","25","24","32","21",
"폭력행위등(손괴,강요,주거침입등)","계","범죄발생지역","","2140","2207","878","843","769","853","982",
"폭력행위등(손괴,강요,주거침입등)","서울","범죄발생지역","","317","501","193","183","160","163","176",
"폭력행위등(손괴,강요,주거침입등)","부산","범죄발생지역","","90","140","44","49","29","40","67",
"폭력행위등(손괴,강요,주거침입등)","대구","범죄발생지역","","113","88","39","43","27","41","35",
"폭력행위등(손괴,강요,주거침입등)","인천","범죄발생지역","","111","125","58","68","71","52","58",
"폭력행위등(손괴,강요,주거침입등)","광주","범죄발생지역","","88","41","22","14","23","18","30",
"폭력행위등(손괴,강요,주거침입등)","대전","범죄발생지역","","56","55","27","20","19","18","21",
"폭력행위등(손괴,강요,주거침입등)","울산","범죄발생지역","","23","35","11","6","9","11","9",
"폭력행위등(손괴,강요,주거침입등)","세종","범죄발생지역","","5","4","-","1","4","1","9",
"폭력행위등(손괴,강요,주거침입등)","경기","범죄발생지역","","576","441","207","195","173","227","226",
"폭력행위등(손괴,강요,주거침입등)","강원","범죄발생지역","","102","101","45","32","44","45","36",
"폭력행위등(손괴,강요,주거침입등)","충북","범죄발생지역","","73","95","27","33","13","12","22",
"폭력행위등(손괴,강요,주거침입등)","충남","범죄발생지역","","119","98","38","47","41","30","37",
"폭력행위등(손괴,강요,주거침입등)","전북","범죄발생지역","","64","89","33","20","35","37","43",
"폭력행위등(손괴,강요,주거침입등)","전남","범죄발생지역","","130","107","32","33","31","46","41",
"폭력행위등(손괴,강요,주거침입등)","경북","범죄발생지역","","131","125","39","37","35","50","63",
"폭력행위등(손괴,강요,주거침입등)","경남","범죄발생지역","","103","131","44","49","40","43","86",
"폭력행위등(손괴,강요,주거침입등)","제주","범죄발생지역","","39","31","19","13","15","19","23",
"폭력행위등(단체등의구성, 활동)","계","범죄발생지역","","1212","1123","190","140","164","169","140",
"폭력행위등(단체등의구성, 활동)","서울","범죄발생지역","","270","221","22","5","18","27","17",
"폭력행위등(단체등의구성, 활동)","부산","범죄발생지역","","101","91","16","16","11","17","4",
"폭력행위등(단체등의구성, 활동)","대구","범죄발생지역","","59","54","4","2","3","4","3",
"폭력행위등(단체등의구성, 활동)","인천","범죄발생지역","","66","53","19","10","10","2","6",
"폭력행위등(단체등의구성, 활동)","광주","범죄발생지역","","24","20","4","7","16","5","8",
"폭력행위등(단체등의구성, 활동)","대전","범죄발생지역","","35","26","3","1","-","-","-",
"폭력행위등(단체등의구성, 활동)","울산","범죄발생지역","","33","27","1","2","-","1","1",
"폭력행위등(단체등의구성, 활동)","세종","범죄발생지역","","2","1","-","","-","1","-",
"폭력행위등(단체등의구성, 활동)","경기","범죄발생지역","","218","208","43","31","27","42","31",
"폭력행위등(단체등의구성, 활동)","강원","범죄발생지역","","26","28","3","8","9","2","1",
"폭력행위등(단체등의구성, 활동)","충북","범죄발생지역","","56","67","16","12","16","13","14",
"폭력행위등(단체등의구성, 활동)","충남","범죄발생지역","","47","47","8","3","-","4","2",
"폭력행위등(단체등의구성, 활동)","전북","범죄발생지역","","53","71","35","27","40","44","31",
"폭력행위등(단체등의구성, 활동)","전남","범죄발생지역","","59","64","7","9","2","-","4",
"폭력행위등(단체등의구성, 활동)","경북","범죄발생지역","","66","39","5","1","2","3","13",
"폭력행위등(단체등의구성, 활동)","경남","범죄발생지역","","60","84","2","3","9","3","4",
"폭력행위등(단체등의구성, 활동)","제주","범죄발생지역","","37","22","2","3","1","1","1",
"위조범죄","계","범죄발생지역","","21662","20878","18569","19502","17535","16771","15614",
"위조범죄","서울","범죄발생지역","","5828","5115","4641","4721","4049","4121","3432",
"위조범죄","부산","범죄발생지역","","1830","1807","1532","1136","1140","1205","1150",
"위조범죄","대구","범죄발생지역","","1046","1092","817","791","930","829","772",
"위조범죄","인천","범죄발생지역","","1457","1205","1063","1041","855","1127","841",
"위조범죄","광주","범죄발생지역","","655","687","579","451","598","644","610",
"위조범죄","대전","범죄발생지역","","621","631","594","629","523","507","483",
"위조범죄","울산","범죄발생지역","","326","246","224","224","159","172","184",
"위조범죄","세종","범죄발생지역","","42","38","43","59","42","54","72",
"위조범죄","경기","범죄발생지역","","4652","4340","4066","4209","3444","3294","3437",
"위조범죄","강원","범죄발생지역","","517","650","535","613","429","499","415",
"위조범죄","충북","범죄발생지역","","520","606","560","635","524","578","476",
"위조범죄","충남","범죄발생지역","","770","781","703","732","636","655","646",
"위조범죄","전북","범죄발생지역","","605","635","609","623","922","587","583",
"위조범죄","전남","범죄발생지역","","598","990","601","530","548","596","521",
"위조범죄","경북","범죄발생지역","","675","779","745","676","535","635","647",
